sha256_hash,file_type,first_seen,tags
7431f9ba6aec04eac9673c804378df129f167a06927649ec7aca9872fb15f14b,exe,2020-02-28 01:28:38,quasarrat
1b9dfd1fe17d3783b2ab4a6d583be6fca9ba164d2a1cd6814c710774ec9bd031,dll,2020-02-28 04:08:42,sodinokibi
b1124ee47ce6a5bb4750b45d1d93f0c740ebda59fca7f1ee5b3d17ea2613d786,exe,2020-02-28 07:05:43,njrat
5f74523c92b0fde9a89cd5121fe4829a7499a7074a4e0c55adcae5ba2f374a20,dll,2020-02-27 14:57:05,sodinokibi
aac437030e9124f5a39f58ede1eedf0a786091efbce4fe697b468d7c2d907ac6,exe,2020-02-28 05:19:04,njrat
0f0ad0df89b895ae4e7ad72b7d6bbea015fe566fe98b577553cb95cd3fb96766,exe,2020-02-27 15:10:51,revengerat
0eb2873b91bedb21963ce3150732914fefcbdec884cd7b3d0e63b5f5424d3b37,dll,2020-02-27 14:47:21,sodinokibi
3e1e4faf11d4ea1f0be8e16658685f524fad1d5b464857422b88bbbacc878ab6,exe,2020-02-27 15:24:52,njrat
caaa5263db4330c246e82a67c5f0773c32478390644121a4555c90476bb526b8,exe,2020-02-25 11:35:52,njrat
f01befb0270c212d3f5c8d4501e19c544aa57010bd30bbf1d9817789ef7d83d0,exe,2020-02-27 15:27:16,njrat
31736a54c77e7f44f952f55536eb4ac6d5863c9ed970a087c0d1cc801a558728,exe,2020-02-28 16:23:43,blackshades ImminentRAT
60eb2878e6ae481bcc0945d0cfaa8d2b8cca6e576da62804d9081662a0ed372b,dll,2020-02-28 05:35:52,sodinokibi
87551a242ba5861045a09e740e68d37b2a22c0a15c77723782f9568450cb5bd9,dll,2020-02-27 14:56:57,sodinokibi
6e323bddb6f10b049428e50b9cf4da9f047829e83aa32e00bb2a7f4dc2a5e588,exe,2020-02-28 01:51:17,njrat
47c5387e8459af563993969200416cae6f9ad30748060c8d952c0ad4d2bae3e7,exe,2020-02-27 20:10:27,njrat
b927203812bd5776ed375a59e3131046750b5050b3847bf79f61a491026f1b25,dll,2020-02-27 17:08:58,sodinokibi
f96a3c58fc9dc49cb3064cba97c9629e2f04eb0c48dc0507bb1264f2d991b411,exe,2020-02-27 14:52:37,njrat
578e1b00157447f99716b646af6b0c33d0f6c32257a19376d6cc9d003ff0fba1,dll,2020-02-28 08:16:11,sodinokibi
2b54d8ac1e78e75cc3737fe24ed0ad4ad558033f76feb1cee362b90fc215fbed,exe,2020-02-26 13:24:51,njrat
c3ed8705aecf16a07e86717d4dd6a33847cf0b87bb2d58e56a502bbf952d5f03,dll,2020-02-27 19:37:33,sodinokibi
0eeb561ea16bf80e301847add0363445976f5ab518d23e499cbf1f7ce9e6fc59,exe,2020-02-27 21:09:52,asyncrat
1ab5a32c95f4645f124b455ccbd65a46e56897a9f0f62e3edd8a8c3ea06189ab,exe,2020-02-28 08:16:32,njrat
521a9733212dcb2f2e9345cc722bfb06ba823f34fc35b2264b7fc4f48397ecb5,exe,2020-02-27 20:56:26,njrat
be2600ebccd8ec339463b7927783c0465f3cdb2979663478619073b9e1773db0,exe,2020-02-27 22:39:46,njrat
2567ad2059f892ce4cb2eaaebe52badfad622e6b1c6044c542ff2910ece4a6bb,exe,2020-02-27 22:32:43,njrat
6effb7ad8b4b42bc97ace9c3f1caf5089323493f535304bbcfca5819fdc30106,exe,2020-02-27 20:35:41,njrat
7d016ad09b5362b12283b52164529321914d6e2d26dfdb011e5bf39d67855b3e,exe,2020-02-28 03:00:13,quasarrat
0e468c960706b3f4181f54a35650b8edbd0960785dda89a72cdd1e5d600f188b,dll,2020-02-28 08:15:50,sodinokibi
d9a9a7ab99db0946ecb0f5f398eddd0d820ffbde0105164064e168f1ea73ba26,exe,2020-02-28 06:29:15,revengerat
fe0eede4b7205c77ce055b7e99be118d19c402101892d67f76bcbe4ec8049038,exe,2020-02-27 16:42:27,njrat
c3e9e467dc54d54f8794d49cb9f5daf9aa7371121c7e5411eabc4061d7555094,exe,2020-02-28 05:27:22,njrat
acec05fb087440c24b6ac8a15051b8fc7fdfd92bdf458b165e1e19265395b595,exe,2020-02-25 08:30:04,RevengeRAT
14ce399fdd253df979fa369daeaeec88b785f661f2b288000345746a3ddb78a1,exe,2020-02-28 05:11:08,njrat
f019485de1ca48a37011e7df076b8e7105e928d4b2695caa1a6780a2a30f45cb,exe,2020-02-28 03:26:16,asyncrat
81c2d363ab4104654fc8a9d4672b947d1c83e521ea47d9c8f0aaf992cb39230d,exe,2020-02-27 16:09:45,revengerat
9f9ec018f395592b0cd8726972e6bf1400eeb13b8535cf314de5f135bb65fdec,dll,2020-02-28 04:24:05,sodinokibi
f568ba27a1779678459b3f2920a25973e34ed44c294c6bda0170f19a5b7f5ab6,dll,2020-02-27 17:19:44,sodinokibi
661a64ee7db2b0ddbcfc619258bdd2c06ab206b7efb4280d1efb5206eaa4701c,exe,2020-02-28 03:31:38,asyncrat
44bcefd86b7d36300eb2d77ba88f248cab5ecb9cfb0ec3e859e35ed519fa7795,dll,2020-02-27 21:03:00,sodinokibi
0ee7783213426a5e46bc11a91acf5f2d73890bb09bbf4f3b932a4b79eeb6b820,dll,2020-02-25 20:14:33,sodinokibi
8e02ebc246d1c26c5c5df05e93c8eede2b735846e464a8c2929bef2c6e4dd517,exe,2020-02-27 16:54:36,njrat
38c256f94279c37c339b3214008a8a013bba1fdf9baff77ce82ed900d333fd75,exe,2020-02-27 17:01:30,njrat
4ece7a3cd6313c022ce3d30028a8af4f4f4da6a35efcddb8136b4bb5520fdb21,exe,2020-02-28 01:52:34,asyncrat
b932c16df904620eff8e4f2b5de4bbcd5af8791827a11e9567f406daa16565eb,exe,2020-02-27 23:11:56,njrat
bd7505e3d55571e96b4d5763dbfbabdc445e44de8c8e09a660bf25b28fb709ad,dll,2020-02-28 02:27:51,sodinokibi
2f55841f6ccc75acaf8390d8e8c909528a6c62bfd016e788068145c168aec07c,exe,2020-02-27 17:26:42,njrat
6e78135df469622bd2c705f8d37bb07c76fe53d7af3d3617a2f1d73e72774b36,exe,2020-02-27 19:50:11,njrat
ad4c7342f0394336560063d9ea2d53c4e39dd280e776b69a9f0fb1364126dab0,exe,2020-02-28 22:46:01,njrat
1e0cc4051f5ea6cb75b0df551bc5be60abc54ca51cd1611dc760aa245a0055dd,exe,2020-02-28 03:36:41,ave
42e23b5a0fde78a0677c91043c9484aa6a9942fadf7e535a07104ff0dd501cb4,exe,2020-02-27 18:38:07,revengerat
8c41cc5d45e91f116aa8319fbadfd91657375e95145559e39f76e1f5380ca53b,exe,2020-02-28 07:22:14,njrat
a67236c36e7eb778bc71123e02384f740d80c4aa869834bdc22f4c62be6a3078,exe,2020-02-28 03:32:29,njrat
03e6043a9dc35b10400bd0e81a62977b05e7ecf941524673bdcdcae9e012cb07,exe,2020-02-28 03:33:23,revengerat
9c15ad04809d348f9e4d68da4f530929d103402b2cb83d1732c524e8cbaea45b,exe,2020-02-28 06:02:54,njrat
22d836128a4dbbec539196ddfac90474a71230f43b9527f9f37d5f3a56bbb535,exe,2020-02-27 23:02:09,njrat
ea51449ecfbdea8639b28d8d1e4f0403f5e1f3b3e455d3d8c4beba7532a340d3,exe,2020-02-27 20:28:45,njrat
ddc9c053dffe73d360c81672504cbc37bb85693fc587867a83f99cfb9184b68d,exe,2020-02-27 14:09:55,njrat
65da4ede295a31428f8a1ae2ea76f27c92dc5d9c8cb5cc440a69c82bc0cbd6e5,exe,2020-02-27 15:06:44,njrat
23096a2bc9feeabd37a9704d0653f4628ef740cdfe24af364ee09d379ec39d95,dll,2020-02-28 02:56:20,sodinokibi
952ac15d63c149fe69bf8244baa71fea739ccb58a22e2cba83b01d6dbf688bab,exe,2020-02-27 15:46:51,njrat
6f6a97800bd9fb1ba19cbc7538f8c67a95260d7b4dceb2edf18e2c5795b9cf5f,exe,2020-02-27 19:11:36,njrat
10071b7fc8c1800063e60780b8c00b3c0045feecdb92e08ac45cc057127193dc,exe,2020-02-27 15:36:13,njrat
7e6dce4194b7f42515cfe70a26a19cf018b66fd4522a0f10c46fac5bf884aad2,exe,2020-02-28 07:15:31,njrat
f489cba00e6d7bc606ea137f639ac40baca8871474066bec0a839fae75de4eaf,exe,2020-02-27 18:14:02,njrat
fd119a762866a0b3a798fc0421b49769f06153881d762bda8f5015df9495cdb4,exe,2020-02-28 05:28:35,njrat
fc8001d8cd8308ef3fe660bb5cd20920a038b091b6aff202281060199453cdf5,exe,2020-02-27 18:00:55,njrat
dbdc1398559f3db44d18f68de43bb811de9c4fab16ce1e0fac95cd738dcaf2f8,exe,2020-02-27 14:04:16,ImminentRAT limerat
5eb26eb056480f6083f7565a572b2dd6ebc992a99d8220dbf0d736c7b4a12077,exe,2020-02-28 01:11:37,quasarrat
639d28b15f1b7eacb0643ec4d0d01f616c67331e4922ff70fb0c11d159a71722,exe,2020-02-27 16:49:31,njrat
324c53b81b626af489bb2a1d0a42cc88b4e7f18e291060503455ac1a7a4fce90,exe,2020-02-27 14:21:34,njrat
7f90d1d2465e6b3c69236275c96662690ccc5eef0d4b4ed2dd90bdf298cc7539,exe,2020-02-27 19:52:10,njrat
38beb0ea97e3c5758b4839b8874d552a6ddce7bcde77986c62bf49041e229bc6,dll,2020-02-27 22:54:12,sodinokibi
fdf7af1118dbd4fa30dcf72d07b2a114c8242207c13aa672eeada3dc5de8582f,exe,2020-02-28 05:29:56,njrat
57a9e199176b14c33f65ff74e8a9c858beef84d247c29d925d87c6e8313b9e92,exe,2020-02-27 19:27:45,njrat
9e1059927c865b045b6226c306aa6b5eae5e24532affb7a0a4588bc435ce5ff7,exe,2020-02-28 03:38:57,njrat
8a31c332dfb8714bc0c66300102fa84ee54a4027ed40e2c7082957abb431c34e,exe,2020-02-27 13:37:25,limerat
99d42cefa02973d7a59be7b81a4349bbed6b369c947656dac8b5a70568803716,exe,2020-02-28 06:37:20,njrat
0b3ca8fc417a9e5ac4101babf092999399fe7aadc4d8b68b4707e8297db0a08e,exe,2020-02-28 06:06:19,revengerat
0dfca39c7ebcca00525b6d29fb720a32396a12716322609498528bdcf91d8715,exe,2020-02-27 18:46:41,njrat
063bbcff3066fd40c909e97833f35e6f4f5a4e0d2a1ec590fd64aea2211196af,exe,2020-02-28 00:20:22,njrat
eeb8f190b604e6a50611345ec77050d40c18e291849be1ee5d47f46d5e9ed957,exe,2020-02-28 05:42:04,njrat
830a8208fe916dabfc1ee63c3e889d8277fbae954a9b00d64b2c920e1d9a2536,dll,2020-02-28 08:15:40,sodinokibi
65878cef4e2fdd03c3c08a4070105ebe37c0c0f311679a0c21208ac9f8f7c069,exe,2020-02-27 20:27:59,njrat
